InformationDate,EnergyClassifier,DataSource,Location,Product,Fuel_Price
June 2017,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.05% (c/l),1157.33
June 2017,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 ULP (c/l) ,None
June 2017,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.005% (c/l),1161.73
June 2017,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,95 ULP (c/l) ,None
June 2017,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,95 ULP (c/l),1354.0
June 2017,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.005% (c/l) ,None
June 2016,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Liquefied Petroleum Gas (c/kg) ,None
June 2016,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Liquefied Petroleum Gas (c/kg),1976.0
June 2016,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Illuminating Paraffin (c/l) ,None
June 2016,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Illuminating Paraffin (c/l),663.028
June 2016,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.05% (c/l),1090.47
June 2016,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.05% (c/l) ,None
June 2016,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 LRP (c/l) ,None
June 2016,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.005% (c/l) ,None
June 2016,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.005% (c/l),1094.87
June 2016,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 ULP (c/l) ,None
June 2016,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 ULP (c/l),1278.0
June 2016,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 LRP (c/l),1296.0
June 2016,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,95 ULP (c/l),1326.0
June 2016,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 ULP (c/l),1296.0
June 2016,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 ULP (c/l) ,None
June 2016,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,95 ULP (c/l) ,None
June 2016,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.005% (c/l),1133.27
June 2016,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.005% (c/l) ,None
June 2016,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.05% (c/l) ,None
June 2016,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Illuminating Paraffin (c/l),717.628
June 2016,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Illuminating Paraffin (c/l) ,None
June 2016,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Liquefied Petroleum Gas (c/kg),2158.0
June 2016,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Liquefied Petroleum Gas (c/kg) ,None
June 2016,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 LRP (c/l) ,None
June 2016,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.05% (c/l),1128.87
June 2016,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 LRP (c/l),1278.0
June 2015,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 LRP (c/l) ,None
June 2015,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 LRP (c/l) ,None
June 2015,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Liquefied Petroleum Gas (c/kg),2217.0
June 2015,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Liquefied Petroleum Gas (c/kg) ,None
June 2015,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Illuminating Paraffin (c/l) ,None
June 2015,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Illuminating Paraffin (c/l),780.828
June 2015,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.05% (c/l) ,None
June 2015,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.05% (c/l),1166.79
June 2015,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.005% (c/l),1170.19
June 2015,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,95 ULP (c/l) ,None
June 2015,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,95 ULP (c/l),1336.0
June 2015,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 ULP (c/l) ,None
June 2015,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 ULP (c/l),1308.0
June 2015,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.005% (c/l) ,None
June 2015,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 LRP (c/l),1308.0
June 2015,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.05% (c/l),1134.09
June 2015,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 ULP (c/l),1293.0
June 2015,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Liquefied Petroleum Gas (c/kg) ,None
June 2015,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.005% (c/l),1137.49
June 2015,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.005% (c/l) ,None
June 2015,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 ULP (c/l) ,None
June 2015,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.05% (c/l) ,None
June 2015,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Illuminating Paraffin (c/l) ,None
June 2015,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Liquefied Petroleum Gas (c/kg),2035.0
June 2015,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 LRP (c/l),1293.0
June 2015,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Illuminating Paraffin (c/l),727.828
June 2014,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.05% (c/l) ,None
June 2014,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Illuminating Paraffin (c/l),974.228
June 2014,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.05% (c/l),1276.39
June 2014,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Liquefied Petroleum Gas (c/kg) ,None
June 2014,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.005% (c/l),1279.79
June 2014,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,95 ULP (c/l) ,None
June 2014,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,95 ULP (c/l),1402.0
June 2014,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 ULP (c/l) ,None
June 2014,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 ULP (c/l),1379.0
June 2014,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 LRP (c/l) ,None
June 2014,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 LRP (c/l),1379.0
June 2014,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.005% (c/l) ,None
June 2014,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Illuminating Paraffin (c/l) ,None
June 2014,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Liquefied Petroleum Gas (c/kg),2319.0
June 2014,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 ULP (c/l),1361.0
June 2014,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Illuminating Paraffin (c/l),924.028
June 2014,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Liquefied Petroleum Gas (c/kg) ,None
June 2014,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Liquefied Petroleum Gas (c/kg),2501.0
June 2014,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 LRP (c/l),1361.0
June 2014,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 LRP (c/l) ,None
June 2014,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Illuminating Paraffin (c/l) ,None
June 2014,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 ULP (c/l) ,None
June 2014,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.005% (c/l) ,None
June 2014,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.05% (c/l),1245.79
June 2014,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.05% (c/l) ,None
June 2014,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.005% (c/l),1249.19
June 2013,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 LRP (c/l),1216.0
June 2013,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Illuminating Paraffin (c/l),849.228
June 2013,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.05% (c/l) ,None
June 2013,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.05% (c/l),1137.07
June 2013,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.005% (c/l) ,None
June 2013,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.005% (c/l),1141.47
June 2013,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,95 ULP (c/l) ,None
June 2013,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,95 ULP (c/l),1239.0
June 2013,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 ULP (c/l) ,None
June 2013,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 ULP (c/l),1216.0
June 2013,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Liquefied Petroleum Gas (c/kg) ,None
June 2013,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Liquefied Petroleum Gas (c/kg),2107.0
June 2013,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Liquefied Petroleum Gas (c/kg) ,None
June 2013,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Illuminating Paraffin (c/l) ,None
June 2013,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Illuminating Paraffin (c/l),803.328
June 2013,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.05% (c/l) ,None
June 2013,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.005% (c/l) ,None
June 2013,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.005% (c/l),1114.87
June 2013,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 ULP (c/l) ,None
June 2013,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 ULP (c/l),1202.0
June 2013,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 LRP (c/l),1202.0
June 2013,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 LRP (c/l) ,None
June 2013,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.05% (c/l),1110.47
June 2013,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 LRP (c/l) ,None
June 2013,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Liquefied Petroleum Gas (c/kg),2289.0
June 2013,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Illuminating Paraffin (c/l) ,None
June 2012,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 LRP (c/l) ,None
June 2012,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 ULP (c/l),1132.0
June 2012,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Illuminating Paraffin (c/l) ,None
June 2012,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Illuminating Paraffin (c/l),804.028
June 2012,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.05% (c/l) ,None
June 2012,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.05% (c/l),1073.55
June 2012,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.005% (c/l) ,None
June 2012,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.005% (c/l),1077.95
June 2012,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,95 ULP (c/l) ,None
June 2012,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,95 ULP (c/l),1167.0
June 2012,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 ULP (c/l) ,None
June 2012,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 ULP (c/l),1150.0
June 2012,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 LRP (c/l) ,None
June 2012,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 LRP (c/l),1132.0
June 2012,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Liquefied Petroleum Gas (c/kg) ,None
June 2012,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Liquefied Petroleum Gas (c/kg),2025.0
June 2012,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Illuminating Paraffin (c/l) ,None
June 2012,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Illuminating Paraffin (c/l),762.128
June 2012,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.05% (c/l) ,None
June 2012,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.05% (c/l),1048.85
June 2012,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.005% (c/l) ,None
June 2012,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.005% (c/l),1053.25
June 2012,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 ULP (c/l) ,None
June 2012,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 LRP (c/l),1150.0
June 2012,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Liquefied Petroleum Gas (c/kg),None
June 2012,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Liquefied Petroleum Gas (c/kg) ,None
July 2024,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 LRP (c/l),None
July 2024,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Liquefied Petroleum Gas (c/kg) ,3609.00
July 2024,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Liquefied Petroleum Gas (c/kg),None
July 2024,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Illuminating Paraffin (c/l) ,1501.938
July 2024,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Illuminating Paraffin (c/l),None
July 2024,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.05% (c/l) ,2066.17
July 2024,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.05% (c/l),None
July 2024,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.005% (c/l) ,2090.57
July 2024,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,95 ULP (c/l) ,2326.00
July 2024,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,95 ULP (c/l),None
July 2024,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 ULP (c/l) ,2286.00
July 2024,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 ULP (c/l),None
July 2024,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 LRP (c/l) ,2286.00
July 2024,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.005% (c/l),None
July 2024,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Liquefied Petroleum Gas (c/kg) ,3313.00
July 2024,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.005% (c/l) ,2011.57
July 2024,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Liquefied Petroleum Gas (c/kg),None
July 2024,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 LRP (c/l) ,2247.00
July 2024,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 ULP (c/l),None
July 2024,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 ULP (c/l) ,2247.00
July 2024,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.005% (c/l),None
July 2024,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 LRP (c/l),None
July 2024,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.05% (c/l),None
July 2024,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.05% (c/l) ,1987.17
July 2024,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Illuminating Paraffin (c/l),None
July 2024,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Illuminating Paraffin (c/l) ,1402.738
July 2023,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 LRP (c/l),None
July 2023,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 LRP (c/l),None
July 2023,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 LRP (c/l) ,2174.00
July 2023,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 ULP (c/l),None
July 2023,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 ULP (c/l) ,2174.00
July 2023,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.005% (c/l),None
July 2023,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.05% (c/l),None
July 2023,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.05% (c/l) ,1877.09
July 2023,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Illuminating Paraffin (c/l),None
July 2023,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Illuminating Paraffin (c/l) ,1299.558
July 2023,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Liquefied Petroleum Gas (c/kg),None
July 2023,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Liquefied Petroleum Gas (c/kg) ,2853.00
July 2023,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.005% (c/l) ,1909.49
July 2023,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Liquefied Petroleum Gas (c/kg) ,3111.00
July 2023,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.05% (c/l),None
July 2023,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 ULP (c/l),None
July 2023,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Liquefied Petroleum Gas (c/kg),None
July 2023,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Illuminating Paraffin (c/l) ,1392.058
July 2023,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Illuminating Paraffin (c/l),None
July 2023,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.05% (c/l) ,1949.29
July 2023,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 LRP (c/l) ,2206.00
July 2023,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.005% (c/l) ,1981.69
July 2023,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,95 ULP (c/l) ,2246.00
July 2023,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,95 ULP (c/l),None
July 2023,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.005% (c/l),None
July 2023,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 ULP (c/l) ,2206.00
July 2022,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.05% (c/l),None
July 2022,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Illuminating Paraffin (c/l) ,1907.088
July 2022,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Illuminating Paraffin (c/l),None
July 2022,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.05% (c/l) ,2475.24
July 2022,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.005% (c/l),None
July 2022,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.005% (c/l) ,2487.64
July 2022,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Liquefied Petroleum Gas (c/kg) ,3255.00
July 2022,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 ULP (c/l) ,2609.00
July 2022,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 ULP (c/l),None
July 2022,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 LRP (c/l) ,2609.00
July 2022,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 LRP (c/l),None
July 2022,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Liquefied Petroleum Gas (c/kg),None
July 2022,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 ULP (c/l),None
July 2022,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 LRP (c/l),None
July 2022,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 LRP (c/l) ,2631.00
July 2022,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 ULP (c/l) ,2631.00
July 2022,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,95 ULP (c/l),None
July 2022,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,95 ULP (c/l) ,2674.00
July 2022,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.005% (c/l) ,2552.84
July 2022,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.05% (c/l),None
July 2022,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.05% (c/l) ,2540.44
July 2022,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Illuminating Paraffin (c/l),None
July 2022,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Illuminating Paraffin (c/l) ,1986.288
July 2022,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Liquefied Petroleum Gas (c/kg),None
July 2022,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Liquefied Petroleum Gas (c/kg) ,3496.00
July 2022,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.005% (c/l),None
July 2021,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Liquefied Petroleum Gas (c/kg) ,2784
July 2021,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 ULP (c/l) ,1667
July 2021,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 LRP (c/l),None
July 2021,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 ULP (c/l),None
July 2021,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.005% (c/l),None
July 2021,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.005% (c/l) ,1450.52
July 2021,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.05% (c/l),None
July 2021,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.05% (c/l) ,1447.12
July 2021,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Illuminating Paraffin (c/l),None
July 2021,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Illuminating Paraffin (c/l) ,831.59
July 2021,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Liquefied Petroleum Gas (c/kg),None
July 2021,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Liquefied Petroleum Gas (c/kg) ,2549
July 2021,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 LRP (c/l),None
July 2021,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 LRP (c/l) ,1720
July 2021,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 ULP (c/l),None
July 2021,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 ULP (c/l) ,1720
July 2021,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,95 ULP (c/l),None
July 2021,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,95 ULP (c/l) ,1739
July 2021,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.005% (c/l),None
July 2021,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.005% (c/l) ,1512.02
July 2021,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.05% (c/l),None
July 2021,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.05% (c/l) ,1508.62
July 2021,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Illuminating Paraffin (c/l),None
July 2021,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Illuminating Paraffin (c/l) ,913.49
July 2021,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Liquefied Petroleum Gas (c/kg),None
July 2021,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 LRP (c/l) ,1667
July 2020,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Illuminating Paraffin (c/l) ,703.828
July 2020,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Liquefied Petroleum Gas (c/kg),None
July 2020,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 ULP (c/l) ,1483.0
July 2020,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Liquefied Petroleum Gas (c/kg),None
July 2020,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Illuminating Paraffin (c/l),None
July 2020,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.05% (c/l) ,1303.56
July 2020,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.05% (c/l),None
July 2020,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.005% (c/l) ,1307.96
July 2020,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,Diesel 0.005% (c/l),None
July 2020,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,95 ULP (c/l) ,1512.0
July 2020,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,95 ULP (c/l),None
July 2020,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 ULP (c/l),None
July 2020,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 LRP (c/l) ,1483.0
July 2020,Liquid/gas Fuel,fuelsindustry.org.za,GAUTENG,93 LRP (c/l),None
July 2020,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Liquefied Petroleum Gas (c/kg) ,2352.0
July 2020,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Illuminating Paraffin (c/l) ,622.728
July 2020,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Illuminating Paraffin (c/l),None
July 2020,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.05% (c/l) ,1243.26
July 2020,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.05% (c/l),None
July 2020,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.005% (c/l) ,1247.66
July 2020,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,Diesel 0.005% (c/l),None
July 2020,Liquid/gas Fuel,fuelsindustry.org.za,COASTAL,95 ULP (c/l) ,1442.0
